epstrailingtwelvemonths.raw,forwardpe.fmt,meta.eventtype,longname,earningstimestampend.longfmt,pricetobook.raw,earningstimestamp.raw,twohundreddayaveragechangepercent.fmt,messageboardid,earningstimestampend.raw,fiftytwoweekrange.fmt,financialcurrency,marketstate,postmarketprice.fmt,twohundreddayaveragechangepercent.raw,fiftytwoweeklowchange.raw,isearningsdateestimate,earningscalltimestampend.longfmt,fiftytwoweekhighchangepercent.fmt,fiftytwoweeklowchangepercent.fmt,asksize.longfmt,earningstimestampstart.fmt,pricetobook.fmt,regularmarketdayrange.raw,dividendrate.raw,regularmarketdayrange.fmt,earningscalltimestampstart.longfmt,fiftytwoweekhighchange.raw,dividendyield.fmt,language,regularmarketvolume.fmt,regularmarketdayhigh.raw,twohundreddayaverage.fmt,fiftytwoweekhigh.raw,sourceinterval,triggerable,firsttradedatemilliseconds,trailingannualdividendrate.fmt,exchangedatadelayedby,currency,averagedailyvolume3month.longfmt,fiftytwoweekhighchange.fmt,trailingannualdividendyield.raw,regularmarketprice.fmt,postmarkettime.fmt,twohundreddayaveragechange.fmt,fiftydayaveragechangepercent.raw,dividenddate.fmt,meta.splitratio,ipoexpecteddate,epsforward.fmt,fiftytwoweeklow.fmt,fiftytwoweekrange.raw,twohundreddayaverage.raw,earningscalltimestampend.fmt,epsforward.raw,postmarketchange.fmt,fullexchangename,custompricealertconfidence,regularmarketopen.fmt,shortname,fiftytwoweekhigh.fmt,trailingannualdividendyield.fmt,exchangetimezoneshortname,asksize.fmt,dividendyield.raw,tradeable,regularmarkettime.fmt,sharesoutstanding.raw,postmarketchangepercent.fmt,exchange,earningscalltimestampstart.fmt,ask.raw,epscurrentyear.fmt,market,region,symbol,fiftydayaveragechangepercent.fmt,hasprepostmarketdata,averagedailyvolume10day.longfmt,bidsize.longfmt,fiftydayaveragechange.raw,fiftydayaverage.fmt,earningscalltimestampend.raw,regularmarketprice.raw,priceepscurrentyear.fmt,trailingannualdividendrate.raw,quotetype,gmtoffsetmilliseconds,epstrailingtwelvemonths.fmt,regularmarketchange.fmt,fiftytwoweeklow.raw,asksize.raw,epscurrentyear.raw,dividenddate.longfmt,bid.fmt,meta.amount,priceepscurrentyear.raw,meta.dateepochms,fiftytwoweekchangepercent.raw,earningstimestamp.longfmt,ask.fmt,typedisp,regularmarketpreviousclose.raw,regularmarketvolume.longfmt,marketcap.longfmt,displayname,fiftydayaverage.raw,averagedailyvolume10day.raw,trailingpe.raw,averagedailyvolume3month.fmt,postmarketchange.raw,regularmarketchangepercent.raw,postmarkettime.raw,marketcap.fmt,pricehint,trailingpe.fmt,earningstimestampstart.raw,averagedailyvolume3month.raw,bookvalue.raw,fiftytwoweekhighchangepercent.raw,bidsize.fmt,fiftytwoweeklowchange.fmt,regularmarketpreviousclose.fmt,fiftytwoweekchangepercent.fmt,cryptotradeable,fiftytwoweeklowchangepercent.raw,marketcap.raw,regularmarketchangepercent.fmt,forwardpe.raw,dividenddate.raw,exchangetimezonename,bidsize.raw,bookvalue.fmt,bid.raw,postmarketchangepercent.raw,prevname,postmarketprice.raw,dividendrate.fmt,earningstimestampend.fmt,regularmarketvolume.raw,regularmarketchange.raw,averageanalystrating,header,namechangedate,regularmarkettime.raw,sharesoutstanding.longfmt,twohundreddayaveragechange.raw,regularmarketdaylow.raw,fiftydayaveragechange.fmt,quotesourcename,message,earningstimestampstart.longfmt,averagedailyvolume10day.fmt,regularmarketopen.raw,sharesoutstanding.fmt,earningstimestamp.fmt,earningscalltimestampstart.raw,regularmarketdayhigh.fmt,regularmarketdaylow.fmt,company_name
4.34,29.11,,Rheinmetall AG,2025-08-07T02:30,2.929396,,-9.71%,finmb_8185600,1754548200.0,256.80 - 468.90,EUR,CLOSED,,-0.097097196,107.70001,False,2025-05-08T12:00,-22.26%,41.94%,197,2025-08-07,2.93,362.33 - 372.26,1.8,362.33 - 372.26,2025-05-08T12:00,-104.399994,0.49%,en-US,"7,571",372.26,403.70,468.9,15,False,1353940200000,11.50,0,USD,"67,200",-104.40,0.03208437,364.50,,-39.20,-0.095743105,2025-06-01,,,12.52,256.80,256.8 - 468.9,403.69794,2025-05-08,12.522675,,OTC Markets OTCPK,LOW,367.56,Rheinmetall AG,468.90,3.21%,EDT,197,0.49,False,4:00PM EDT,228797630.0,,PNK,2025-05-08,364.8,7.29,us_market,US,RNMBY,-9.57%,False,"85,390",79,-38.593414,403.09,1746705600.0,364.5,50.00,11.5,EQUITY,-14400000,4.34,6.07,256.8,197.0,7.29,2025-06-01T20:00,363.24,,50.0,,19.079733,,364.80,Equity,358.43,"7,571","83,788,562,432",,403.0934,85390,83.986176,"67,200",,1.6934987,,83.789B,2,83.99,1754548200.0,67200,124.42838,-0.22264874,79,107.70,358.43,19.08%,False,0.4193926,83788562432.0,1.69%,29.1072,1748822400.0,America/New_York,79,124.43,363.24,,,,1.80,2025-08-07,7571,6.0700073,2.0 - Buy,,,1773432000,"228,797,630",-39.197937,362.33,-38.59,Delayed Quote,,2025-08-07T02:30,"85,390",367.56,228.798M,,1746705600.0,372.26,362.33,Rheinmetall AG
0.59,,,Atlas Copco AB (publ),2025-07-18T06:00,0.71947706,,1.54%,finmb_418524,1752832800.0,11.88 - 18.96,SEK,CLOSED,,0.015395392,3.8599997,False,2025-04-29T11:00,-16.98%,32.49%,"1,450",2025-07-18,0.72,15.74 - 16.13,0.56,15.74 - 16.13,2025-04-29T11:00,-3.2199993,3.55%,en-US,922,16.13,15.50,18.96,15,False,1262097000000,0.00,0,USD,"31,420",-3.22,0.0,15.74,,0.24,-0.11600842,2025-11-04,,,,11.88,11.88 - 18.96,15.50135,2025-04-29,,,OTC Markets OTCPK,LOW,16.13,Atlas Copco AB,18.96,0.00%,EDT,"1,450",3.55,False,4:00PM EDT,1560876032.0,,PNK,2025-04-29,15.76,,us_market,US,ATLCY,-11.60%,False,"38,450",100,-2.0655994,17.81,1745924400.0,15.74,,0.0,EQUITY,-14400000,0.59,-0.61,11.88,1450.0,,2025-11-04T19:00,15.74,,,,4.2729616,,15.76,Equity,16.35,922,"83,740,164,096",,17.8056,38450,26.677967,"31,420",,-3.7308905,,83.74B,2,26.68,1752832800.0,31420,21.877,-0.1698312,100,3.86,16.35,4.27%,False,0.3249158,83740164096.0,-3.73%,,1762300800.0,America/New_York,100,21.88,15.74,,Atlas Copco AB,,0.56,2025-07-18,922,-0.6100006,,,2026-03-13,1773432000,"1,560,876,032",0.23864937,15.74,-2.07,Delayed Quote,,2025-07-18T06:00,"38,450",16.13,1.561B,,1745924400.0,16.13,15.74,Atlas Copco AB (publ)
6.82,36.29,,"Quanta Services, Inc.",2026-04-30T08:30,9.354888,1771507800.0,30.43%,finmb_33509,1777552200.0,227.08 - 576.86,USD,CLOSED,558.05,0.3042875,331.94,True,2026-02-19T14:00,-3.09%,146.18%,120,2026-04-30,9.35,556.0 - 574.38,0.44,556.00 - 574.38,2026-02-19T14:00,-17.839966,0.08%,en-US,1.813M,574.38,428.60,576.86,15,False,887293800000,0.41,0,USD,"1,060,401",-17.84,0.0007232189,559.02,8:00PM EDT,130.42,0.11994122,2026-01-11,,,15.40,227.08,227.08 - 576.86,428.60184,2026-02-19,15.40478,-0.97,NYSE,LOW,572.36,"Quanta Services, Inc.",576.86,0.07%,EDT,120,0.08,False,4:00PM EDT,149619428.0,-0.17%,NYQ,2026-02-19,568.0,13.11,us_market,US,PWR,11.99%,True,"1,133,940",120,59.868805,499.15,1771509600.0,559.02,42.63,0.41,EQUITY,-14400000,6.82,-7.89,227.08,120.0,13.1143,2026-01-11T19:00,555.00,,42.626755,,112.00824,2026-02-19T08:30,568.00,Equity,566.91,"1,812,697","83,640,254,464",Quanta Services,499.1512,1133940,81.96774,1.06M,-0.97003174,-1.39175,1773446400.0,83.64B,2,81.97,1777552200.0,1060401,59.757,-0.03092599,120,331.94,566.91,112.01%,False,1.4617755,83640254464.0,-1.39%,36.28874,1768176000.0,America/New_York,120,59.76,555.0,-0.17352362,,558.05,0.44,2026-04-30,1812697,-7.88995,1.8 - Buy,,,1773432002,"149,619,428",130.41818,556.0,59.87,Delayed Quote,,2026-04-30T08:30,1.134M,572.36,149.619M,2026-02-19,1771509600.0,574.38,556.00,"Quanta Services, Inc."
9.51,24.17,,"Marriott International, Inc.",2026-05-05T08:30,-22.124224,1770730200.0,8.83%,finmb_31148,1777984200.0,205.40 - 370.00,USD,CLOSED,314.00,0.08829072,108.41,True,2026-02-10T13:30,-15.19%,52.78%,3,2026-05-05,-22.12,313.465 - 322.24,2.68,313.46 - 322.24,2026-02-10T13:30,-56.190002,0.85%,en-US,1.082M,322.24,288.35,370.0,15,True,890663400000,2.64,0,USD,"1,639,278",-56.19,0.008346243,313.81,7:53PM EDT,25.46,-0.048499487,2026-03-30,,,12.98,205.40,205.4 - 370.0,288.35126,2026-02-10,12.98234,0.19,NasdaqGS,HIGH,318.38,Marriott International,370.00,0.83%,EDT,3,0.85,False,4:00PM EDT,264984554.0,0.06%,NMS,2026-02-10,314.08,11.55,us_market,US,MAR,-4.85%,True,"1,657,160",3,-15.995392,329.81,1770730200.0,313.81,27.16,2.64,EQUITY,-14400000,9.51,-2.50,205.4,3.0,11.55347,2026-03-30T20:00,313.51,,27.161537,,27.487803,2026-02-10T08:30,314.08,Equity,316.31,"1,082,154","83,154,804,736",Marriott,329.8054,1657160,32.997894,1.639M,0.19000244,-0.790364,1773445984.0,83.155B,2,33.00,1777984200.0,1639278,-14.184,-0.15186487,3,108.41,316.31,27.49%,False,0.5277994,83154804736.0,-0.79%,24.172068,1774915200.0,America/New_York,3,-14.18,313.51,0.060546968,,314.0,2.68,2026-05-05,1082154,-2.5,2.3 - Buy,,,1773432002,"264,984,554",25.45874,313.465,-16.00,Nasdaq Real Time Price,,2026-05-05T08:30,1.657M,318.38,264.985M,2026-02-10,1770730200.0,322.24,313.46,"Marriott International, Inc."
18.08,16.16,,FedEx Corporation,2026-03-19T16:00,2.9369075,1773950400.0,31.47%,finmb_124423,1773950400.0,194.30 - 392.86,USD,CLOSED,351.11,0.31473747,157.37999,False,2026-03-19T21:30,-10.48%,81.00%,400,2026-03-19,2.94,348.94 - 356.6,5.8,348.94 - 356.60,2026-03-19T21:30,-41.179993,1.65%,en-US,1.704M,356.6,267.49,392.86,15,False,261239400000,5.73,0,USD,"1,923,023",-41.18,0.01622632,351.68,7:57PM EDT,84.19,0.024312813,2026-03-31,,,21.77,194.30,194.3 - 392.86,267.49066,2026-03-19,21.76555,-0.57,NYSE,LOW,354.70,FedEx Corporation,392.86,1.62%,EDT,400,1.65,False,4:00PM EDT,235122816.0,-0.16%,NYQ,2026-03-19,352.3,18.66,us_market,US,FDX,2.43%,True,"1,852,920",200,8.347382,343.33,1773955800.0,351.68,18.85,5.73,EQUITY,-14400000,18.08,-1.45,194.3,400.0,18.65904,2026-03-31T20:00,352.36,,18.8477,,43.958412,2026-03-19T16:00,352.30,Equity,353.13,"1,704,325","82,980,814,848",FedEx,343.3326,1852920,19.451326,1.923M,-0.5700073,-0.410617,1773446270.0,82.981B,2,19.45,1773950400.0,1923023,119.745,-0.10482104,200,157.38,353.13,43.96%,False,0.8099845,82980814848.0,-0.41%,16.157642,1775001600.0,America/New_York,200,119.75,352.36,-0.16208124,,351.11,5.80,2026-03-19,1704325,-1.45001,2.0 - Buy,,,1773432002,"235,122,816",84.18933,348.94,8.35,Nasdaq Real Time Price,,2026-03-19T16:00,1.853M,354.7,235.123M,2026-03-19,1773955800.0,356.60,348.94,FedEx Corporation
6.56,12.21,,"United Parcel Service, Inc.",2026-04-28T08:30,5.0860667,1777379400.0,-0.03%,finmb_238570,1777379400.0,82.00 - 122.41,USD,CLOSED,97.16,-0.00033524816,15.209999,False,2026-04-28T12:30,-20.59%,18.55%,700,2026-04-28,5.09,96.96 - 98.76,6.56,96.96 - 98.76,2026-04-28T12:30,-25.200005,6.75%,en-US,4.426M,98.76,97.24,122.41,15,False,942244200000,6.56,0,USD,"6,277,143",-25.20,0.067013994,97.21,8:00PM EDT,-0.03,-0.11288071,2026-03-04,,,7.96,82.00,82.0 - 122.41,97.2426,2026-04-28,7.96034,-0.05,NYSE,LOW,98.23,"United Parcel Service, Inc.",122.41,6.70%,EDT,700,6.75,False,4:01PM EDT,743855831.0,-0.05%,NYQ,2026-04-28,97.18,7.06,us_market,US,UPS,-11.29%,True,"7,561,730",100,-12.3694,109.58,1777379400.0,97.21,13.77,6.56,EQUITY,-14400000,6.56,-0.68,82.0,700.0,7.06068,2026-03-04T19:00,97.26,,13.767796,,-17.084534,2026-04-28T08:30,97.18,Equity,97.89,"4,425,907","82,541,174,784",United Parcel Service,109.5794,7561730,14.818598,6.277M,-0.05089569,-0.694658,1773446400.0,82.541B,2,14.82,1777379400.0,6277143,19.113,-0.20586556,100,15.21,97.89,-17.08%,False,0.18548779,82541174784.0,-0.69%,12.21179,1772668800.0,America/New_York,100,19.11,97.26,-0.052356437,,97.1591,6.56,2026-04-28,4425907,-0.68,2.3 - Buy,,,1773432082,"743,855,831",-0.032600403,96.96,-12.37,Delayed Quote,,2026-04-28T08:30,7.562M,98.23,743.856M,2026-04-28,1777379400.0,98.76,96.96,"United Parcel Service, Inc."
7.858,,,Morgan Stanley,2025-07-16T08:30,0.39228177,,0.24%,finmb_472898,1752669000.0,24.21 - 26.75,USD,CLOSED,25.25,0.0023671521,1.0400009,False,2025-10-15T13:30,-5.61%,4.30%,300,2025-07-16,0.39,25.25 - 25.33,1.62,25.25 - 25.33,2025-10-15T13:30,-1.5,6.40%,en-US,"57,697",25.33,25.19,26.75,15,False,1410787800000,3.92,0,USD,"47,833",-1.50,0.1549546,25.25,6:28PM EDT,0.06,0.001316631,2026-04-14,,,,24.21,24.21 - 26.75,25.19037,2025-10-15,,0.00,NYSE,LOW,25.34,Morgan Stanley Depository Share,26.75,15.50%,EDT,300,6.4,False,3:59PM EDT,1720150016.0,0.00%,NYQ,2025-10-15,25.27,,us_market,US,MS-PI,0.13%,True,"23,883","3,300",0.033201218,25.22,1760535000.0,25.25,,3.925,EQUITY,-14400000,7.86,-0.08,24.21,300.0,,2026-04-14T20:00,25.25,,,,-0.39447546,,25.27,Equity,25.33,"57,697","67,337,965,568",,25.216799,23883,3.213286,"47,833",0.0,-0.315831,1773440881.0,67.338B,2,3.21,1752669000.0,47833,64.367,-0.056074765,"3,300",1.04,25.33,-0.39%,False,0.042957496,67337965568.0,-0.32%,,1776211200.0,America/New_York,3300,64.37,25.25,0.0,,25.25,1.62,2025-07-16,57697,-0.0799999,,,,1773431991,"1,720,150,016",0.05962944,25.25,0.03,Delayed Quote,,2025-07-16T08:30,"23,883",25.34,1.72B,,1760535000.0,25.33,25.25,Morgan Stanley
0.65,17.83,,"Grupo México, S.A.B. de C.V.",2026-04-23T16:00,3.5160427,,26.09%,finmb_879908,1776974400.0,4.39 - 12.76,USD,CLOSED,,0.26092982,6.1300006,True,2025-10-29T19:00,-17.55%,139.64%,"2,400",2026-04-23,3.52,10.5 - 10.78,0.35,10.50 - 10.78,2025-10-29T19:00,-2.2399998,3.29%,en-US,"9,123",10.78,8.34,12.76,15,False,1262701800000,0.31,0,USD,"38,983",-2.24,0.028073395,10.52,,2.18,-0.070622064,,,,0.59,4.39,4.39 - 12.76,8.34305,2025-10-29,0.59,,OTC Markets OTCPK,LOW,10.65,Grupo Mexico S.A.B. de C.V.,12.76,2.81%,EDT,"2,400",3.29,False,4:00PM EDT,7785000000.0,,PNK,2025-10-29,10.6,,us_market,US,GMBXF,-7.06%,False,"30,430","3,200",-0.7993994,11.32,1761764400.0,10.52,,0.306,EQUITY,-14400000,0.65,-0.38,4.39,2400.0,,,10.55,,,,106.83112,,10.60,Equity,10.9,"9,123","81,898,201,088","Grupo México, S.A.B. de C.V",11.3194,30430,16.184616,"38,983",,-3.4862309,,81.898B,2,16.18,1776974400.0,38983,2.992,-0.17554857,"3,200",6.13,10.90,106.83%,False,1.3963555,81898201088.0,-3.49%,17.83051,,America/New_York,3200,2.99,10.55,,,,0.35,2026-04-23,9123,-0.37999916,,,,1773432000,"7,785,000,000",2.1769505,10.5,-0.80,Delayed Quote,,2026-04-23T16:00,"30,430",10.65,7.785B,,1761764400.0,10.78,10.50,"Grupo México, S.A.B. de C.V."
7.858,,,Morgan Stanley,2025-07-16T08:30,0.37736732,,-0.79%,finmb_472898,1752669000.0,22.52 - 25.52,USD,CLOSED,24.30,-0.007899361,1.7650013,False,2025-10-15T13:30,-4.84%,7.84%,200,2025-07-16,0.38,24.29 - 24.65,1.46,24.29 - 24.65,2025-10-15T13:30,-1.2349987,6.02%,en-US,"44,926",24.65,24.48,25.525,15,False,1485354600000,3.92,0,USD,"45,450",-1.23,0.16003425,24.29,6:28PM EDT,-0.19,-0.01838036,2026-04-14,,,,22.52,22.525 - 25.525,24.483404,2025-10-15,,0.01,NYSE,LOW,24.52,Morgan Stanley Depositary Share,25.52,16.00%,EDT,200,6.02,False,3:59PM EDT,1720150016.0,0.04%,NYQ,2025-10-15,25.91,,us_market,US,MS-PK,-1.84%,True,"11,412",200,-0.45481873,24.74,1760535000.0,24.29,,3.925,EQUITY,-14400000,7.86,-0.24,22.525,200.0,,2026-04-14T20:00,24.00,,,,-0.8571446,,25.91,Equity,24.526,"44,926","66,026,778,624",,24.74482,11412,3.0911176,"45,450",0.0099983215,-0.962237,1773440881.0,66.027B,2,3.09,1752669000.0,45450,64.367,-0.048383888,200,1.77,24.53,-0.86%,False,0.07835744,66026778624.0,-0.96%,,1776211200.0,America/New_York,200,64.37,24.0,0.041162293,,24.3,1.46,2025-07-16,44926,-0.235998,,,,1773431990,"1,720,150,016",-0.19340324,24.29,-0.45,Delayed Quote,,2025-07-16T08:30,"11,412",24.52,1.72B,,1760535000.0,24.65,24.29,Morgan Stanley
2.49,12.45,,Vinci SA,2026-02-05T15:00,0.578286,1770321600.0,2.93%,finmb_877769,1770321600.0,29.03 - 42.10,EUR,CLOSED,,0.02926488,7.819998,False,2026-02-06T09:00,-12.47%,26.94%,"1,000",2026-02-05,0.58,36.82 - 37.48,1.35,36.82 - 37.48,2026-02-06T09:00,-5.25,3.68%,en-US,"16,321",37.48,35.80,42.1,15,False,1201703400000,5.00,0,USD,"151,575",-5.25,0.13376136,36.85,,1.05,-0.01577961,2025-10-30,,,2.96,29.03,29.03 - 42.1,35.80225,2026-02-06,2.961,,OTC Markets OTCPK,LOW,37.42,Vinci SA,42.10,13.38%,EDT,"1,000",3.68,False,4:00PM EDT,2218702124.0,,PNK,2026-02-06,36.82,2.64,us_market,US,VCISY,-1.58%,False,"201,240",176,-0.59080124,37.44,1770368400.0,36.85,13.94,5.0,EQUITY,-14400000,2.49,-0.53,29.03,1000.0,2.64292,2025-10-30T20:00,36.78,,13.942911,,15.691733,2026-02-05T15:00,36.82,Equity,37.38,"16,321","81,759,166,464",,37.4408,201240,14.799196,"151,575",,-1.4178774,,81.759B,2,14.80,1770321600.0,151575,63.72279,-0.124703094,176,7.82,37.38,15.69%,False,0.26937643,81759166464.0,-1.42%,12.44512,1761868800.0,America/New_York,176,63.72,36.78,,,,1.35,2026-02-05,16321,-0.5300026,,,,1773432000,"2,218,702,124",1.0477486,36.82,-0.59,Delayed Quote,,2026-02-05T15:00,"201,240",37.42,2.219B,2026-02-05,1770368400.0,37.48,36.82,Vinci SA
16.59,9.74,,"The PNC Financial Services Group, Inc.",2026-04-15T08:30,1.4322133,1776256200.0,0.78%,finmb_294585,1776256200.0,145.12 - 243.94,USD,CLOSED,202.00,0.0077519165,56.01001,False,2026-01-15T14:00,-17.55%,38.60%,400,2026-04-15,1.43,200.52 - 205.91,6.8,200.52 - 205.91,2026-01-15T14:00,-42.809998,3.38%,en-US,2.931M,205.91,199.58,243.94,15,False,185466600000,6.60,0,USD,"2,599,486",-42.81,0.03256204,201.13,7:59PM EDT,1.55,-0.09039595,2026-02-04,,,20.65,145.12,145.12 - 243.94,199.58286,2026-01-15,20.64546,0.87,NYSE,LOW,204.37,"PNC Financial Services Group, I",243.94,3.26%,EDT,400,3.38,False,4:00PM EDT,403370923.0,0.43%,NYQ,2026-01-15,201.22,18.54,us_market,US,PNC,-9.04%,True,"2,926,480",400,-19.98819,221.12,1768485600.0,201.13,10.85,6.6,EQUITY,-14400000,16.59,-1.56,145.12,400.0,18.54012,2026-02-04T19:00,200.00,,10.848367,,16.488504,2026-04-15T08:30,201.22,Equity,202.69,"2,930,910","81,319,657,472",The PNC Financial Services,221.1182,2926480,12.123569,2.599M,0.8699951,-0.769647,1773446393.0,81.32B,2,12.12,1776256200.0,2599486,140.433,-0.17549396,400,56.01,202.69,16.49%,False,0.38595653,81319657472.0,-0.77%,9.742094,1770249600.0,America/New_York,400,140.43,200.0,0.43255362,,202.0,6.80,2026-04-15,2930910,-1.56,1.9 - Buy,,,1773432002,"403,370,923",1.5471497,200.52,-19.99,Nasdaq Real Time Price,,2026-04-15T08:30,2.926M,204.37,403.371M,2026-04-15,1768485600.0,205.91,200.52,"The PNC Financial Services Group, Inc."
0.06,14.59,,Glencore plc,2026-02-18T16:00,4.123494,1771448400.0,39.33%,finmb_704674,1771448400.0,5.74 - 14.67,USD,CLOSED,,0.39325655,7.95,False,2026-02-18T08:30,-6.68%,138.50%,"5,800",2026-02-18,4.12,13.65 - 14.01,0.2,13.65 - 14.01,2026-02-18T08:30,-0.9800005,1.46%,en-US,"270,850",14.01,9.83,14.67,15,False,1328538600000,0.17,0,USD,"619,395",-0.98,0.012048193,13.69,,3.86,0.031759124,2025-10-02,,,0.94,5.74,5.74 - 14.67,9.8259,2026-02-18,0.93844,,OTC Markets OTCPK,LOW,13.91,Glencore Plc,14.67,1.20%,EDT,"5,800",1.46,False,4:00PM EDT,5848323532.0,,PNK,2026-02-18,13.68,0.77,us_market,US,GLNCY,3.18%,False,"473,500",150,0.42139912,13.27,1771403400.0,13.69,17.82,0.17,EQUITY,-14400000,0.06,-0.42,5.74,5800.0,0.76839,2025-10-02T20:00,13.62,,17.816473,,70.20507,2026-02-18T16:00,13.68,Equity,14.11,"270,850","81,266,335,744",,13.2686,473500,228.16667,"619,395",,-2.976613,,81.266B,2,228.17,1771448400.0,619395,3.32,-0.06680303,150,7.95,14.11,70.21%,False,1.3850174,81266335744.0,-2.98%,14.588038,1759449600.0,America/New_York,150,3.32,13.62,,,,0.20,2026-02-18,270850,-0.42000008,1.3 - Strong Buy,,,1773432000,"5,848,323,532",3.8640995,13.65,0.42,Delayed Quote,,2026-02-18T16:00,"473,500",13.91,5.848B,2026-02-18,1771403400.0,14.01,13.65,Glencore plc
1.52,15.30,,Freeport-McMoRan Inc.,2026-04-23T08:30,4.283869,1769088600.0,18.74%,finmb_273607,1776947400.0,27.66 - 69.75,USD,CLOSED,56.30,0.18736105,28.720001,True,2026-01-22T15:00,-19.17%,103.83%,600,2026-04-23,4.28,55.975 - 59.045,0.6,55.97 - 59.04,2026-01-22T15:00,-13.369999,1.06%,en-US,21.417M,59.045,47.48,69.75,15,False,805383000000,0.60,0,USD,"20,047,850",-13.37,0.010133424,56.38,7:59PM EDT,8.90,-0.07877321,2026-02-01,,,3.68,27.66,27.66 - 69.75,47.48345,2026-01-22,3.68494,-0.08,NYSE,LOW,59.04,"Freeport-McMoRan, Inc.",69.75,1.01%,EDT,600,1.06,False,4:02PM EDT,1437201606.0,-0.14%,NYQ,2026-01-22,56.35,3.08,us_market,US,FCX,-7.88%,True,"20,590,630",200,-4.820999,61.20,1769094000.0,56.38,18.30,0.6,EQUITY,-14400000,1.52,-2.83,27.66,600.0,3.08054,2026-02-01T19:00,56.26,,18.301987,,49.860798,2026-01-22T08:30,56.35,Equity,59.21,"21,416,614","81,029,431,296",Freeport-McMoRan,61.201,20590630,37.092106,20.048M,-0.08000183,-4.77959,1773446389.0,81.029B,2,37.09,1776947400.0,20047850,13.161,-0.19168457,200,28.72,59.21,49.86%,False,1.0383226,81029431296.0,-4.78%,15.300114,1769990400.0,America/New_York,200,13.16,56.26,-0.14189753,,56.3,0.60,2026-04-23,21416614,-2.83,1.7 - Buy,,,1773432159,"1,437,201,606",8.896549,55.975,-4.82,Delayed Quote,,2026-04-23T08:30,20.591M,59.045,1.437B,2026-01-22,1769094000.0,59.04,55.97,Freeport-McMoRan Inc.
7.4,12.42,,The Bank of New York Mellon Corporation,2026-04-16T08:30,2.0252788,1776342600.0,8.02%,finmb_135506,1776342600.0,70.46 - 128.76,USD,CLOSED,114.99,0.08015478,45.71,False,2026-04-16T15:00,-9.78%,64.87%,100,2026-04-16,2.03,115.45 - 118.05,2.12,115.45 - 118.05,2026-04-16T15:00,-12.589996,1.82%,en-US,2.317M,118.05,107.55,128.76,15,False,105283800000,2.00,0,USD,"3,716,903",-12.59,0.017076502,116.17,7:51PM EDT,8.62,-0.028280852,2026-02-04,,,9.36,70.46,70.46 - 128.76,107.5494,2026-04-16,9.35583,-1.18,NYSE,LOW,117.72,The Bank of New York Mellon Cor,128.76,1.71%,EDT,100,1.82,False,4:00PM EDT,688226982.0,-1.02%,NYQ,2026-04-16,116.17,8.33,us_market,US,BK,-2.83%,True,"3,314,580",100,-3.3810043,119.55,1776351600.0,116.17,13.95,2.0,EQUITY,-14400000,7.40,-0.95,70.46,100.0,8.32833,2026-02-04T19:00,114.42,,13.948774,,42.101433,2026-04-16T08:30,116.17,Equity,117.12,"2,316,907","81,011,048,448",The Bank of New York Mellon,119.551,3314580,15.698648,3.717M,-1.1800003,-0.811138,1773445861.0,81.011B,2,15.70,1776342600.0,3716903,57.36,-0.09777879,100,45.71,117.12,42.10%,False,0.6487369,81011048448.0,-0.81%,12.416856,1770249600.0,America/New_York,100,57.36,114.42,-1.015753,,114.99,2.12,2026-04-16,2316907,-0.950005,,,,1773432002,"688,226,982",8.620598,115.45,-3.38,Delayed Quote,,2026-04-16T08:30,3.315M,117.72,688.227M,2026-04-16,1776351600.0,118.05,115.45,The Bank of New York Mellon Corporation
0.03,,,Glencore plc,2026-02-18T16:00,2.066265,1771448400.0,39.08%,finmb_704674,1771448400.0,2.88 - 7.35,USD,CLOSED,,0.39077553,3.98,False,2026-02-18T08:30,-6.67%,138.19%,"1,500",2026-02-18,2.07,7.03 - 7.03,0.17,7.03 - 7.03,2026-02-18T08:30,-0.48999977,2.48%,en-US,80,7.03,4.93,7.35,15,False,1309440600000,0.17,0,USD,"106,026",-0.49,0.024113474,6.86,,1.93,0.03173409,2025-09-18,,,,2.88,2.88 - 7.35,4.9325,2026-02-18,,,OTC Markets OTCPK,LOW,7.03,Glencore Plc,7.35,2.41%,EDT,"1,500",2.48,False,4:00PM EDT,11696647064.0,,PNK,2026-02-18,6.92,,us_market,US,GLCNF,3.17%,False,"134,140","1,500",0.21099997,6.65,1771403400.0,6.86,,0.17,EQUITY,-14400000,0.03,-0.19,2.88,1500.0,,2025-09-18T20:00,6.80,,,,67.85715,2026-02-18T16:00,6.92,Equity,7.05,80,"80,973,373,440",Glencore,6.649,134140,228.66667,"106,026",,-2.6950362,,80.973B,2,228.67,1771448400.0,106026,3.32,-0.06666663,"1,500",3.98,7.05,67.86%,False,1.3819444,80973373440.0,-2.70%,,1758240000.0,America/New_York,1500,3.32,6.8,,,,0.17,2026-02-18,80,-0.19000006,,,,1773432000,"11,696,647,064",1.9275002,7.03,0.21,Delayed Quote,,2026-02-18T16:00,"134,140",7.03,11.697B,2026-02-18,1771403400.0,7.03,7.03,Glencore plc
